kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_duration,koi_prad,koi_depth,koi_model_snr
"K02665.01","FALSE POSITIVE","FALSE POSITIVE",1.112207126,1.35,0.73,54.7,13.00
"K02666.01","CANDIDATE","CANDIDATE",64.034363,9.174,3.47,758.8,16.90
"K02667.01","FALSE POSITIVE","FALSE POSITIVE",1.303576682,1.021,1.51,245.5,22.10
"K02438.01","FALSE POSITIVE","FALSE POSITIVE",1.958577398,2.388,1.8,453,24.50
"K02439.01","CONFIRMED","CANDIDATE",5.19103699,4.222,1.92,290.1,25.20
"K02440.01","CONFIRMED","CANDIDATE",4.86638504,2.296,1.32,143.8,17.10
"K02441.01","FALSE POSITIVE","FALSE POSITIVE",4.79176993,4.52,0.81,116.6,23.00
"K02442.01","CONFIRMED","CANDIDATE",25.1933989,4.62,1.95,481.2,18.00
"K02518.01","FALSE POSITIVE","FALSE POSITIVE",0.759762021,4.912,24.2,227,65.30
"K02519.01","CANDIDATE","CANDIDATE",4.790912471,0.5134,2.25,360.7,17.60
"K02520.01","CONFIRMED","CANDIDATE",6.49441464,2.344,1.75,357.3,17.70
"K00248.03","CONFIRMED","CANDIDATE",2.576571021,1.5997,1.57,852.8,63.60
"K02521.01","CONFIRMED","CANDIDATE",28.4750006,4.718,2.64,763.8,21.40
"K02593.01","CONFIRMED","CANDIDATE",14.7966306,5.613,0.98,56.1,22.40
"K02594.01","CONFIRMED","CANDIDATE",11.25401871,4.759,2.42,433.4,17.00
"K02595.01","CONFIRMED","CANDIDATE",9.18244299,4.318,1.24,87.6,20.30
"K02595.02","CONFIRMED","CANDIDATE",14.6134781,5.266,1.12,72.8,15.20
"K02596.01","FALSE POSITIVE","FALSE POSITIVE",119.682075,31.28,30.39,1704.1,38.10
"K02672.02","CONFIRMED","CANDIDATE",42.9923284,4.726,3.32,1120.1,34.10
"K00257.01","CONFIRMED","CANDIDATE",6.88341278,2.0674,2.63,487.4,35.40
"K02673.01","FALSE POSITIVE","FALSE POSITIVE",4.593595496,2.7468,44.14,45034,92.00
"K02674.01","CONFIRMED","CANDIDATE",197.5111484,11.106,9.52,2575.6,175.20
"K02674.02","CONFIRMED","CANDIDATE",11.1726723,6.106,1.5,76.8,17.00
"K02674.03","CONFIRMED","CANDIDATE",2.53573284,3.989,1.36,68,25.50
"K02443.01","CONFIRMED","CANDIDATE",6.79164656,3.343,1.01,102.6,18.50
"K02443.02","CONFIRMED","CANDIDATE",11.8376933,3.381,1,92.9,12.70
"K02444.01","CONFIRMED","CANDIDATE",18.5525162,4.385,2.53,771.5,17.20
"K02445.01","CANDIDATE","CANDIDATE",47.3659328,7.929,11.97,757,16.00
"K00245.03","CONFIRMED","CANDIDATE",13.3669309,3.733,0.27,12.2,7.40
"K02447.01","FALSE POSITIVE","FALSE POSITIVE",1.045492348,2.933,0.83,28.7,21.70
"K02521.02","CONFIRMED","CANDIDATE",4.86634094,1.885,1.94,366.7,15.20
"K02522.01","CONFIRMED","CANDIDATE",5.60402307,1.0273,1.25,224.9,20.60
"K02523.01","CONFIRMED","CANDIDATE",13.0313583,4.521,2.88,573.3,18.90
"K02524.01","CONFIRMED","CANDIDATE",40.9905002,7.336,2.41,297.3,15.40
"K02525.01","CONFIRMED","CANDIDATE",57.2932309,4.878,1.95,773.6,15.70
"K02597.01","CONFIRMED","CANDIDATE",8.00504749,3.32,1.52,187.5,15.60
"K02597.02","CONFIRMED","CANDIDATE",12.13070414,3.843,1.61,211.2,15.30
"K02597.03","CONFIRMED","CANDIDATE",5.61357653,2.905,1.41,162.3,15.20
"K02598.01","CANDIDATE","CANDIDATE",29.2254372,5.293,1.35,174.1,15.70
"K02600.01","FALSE POSITIVE","FALSE POSITIVE",1.33255087,3.565,1.19,123.3,14.00
"K02375.01","FALSE POSITIVE","FALSE POSITIVE",40.8792243,7.005,1.62,413.6,23.40
"K02376.01","CONFIRMED","CANDIDATE",18.8262877,2.344,2.34,795.8,19.90
"K02377.01","CANDIDATE","CANDIDATE",13.9034057,3.408,1.55,261.4,15.30
"K00241.03","CONFIRMED","CANDIDATE",3.41045981,2.866,1.06,136.2,22.50
"K02378.01","CONFIRMED","CANDIDATE",4.76702759,2.013,1.19,163.4,14.30
"K02448.01","CONFIRMED","CANDIDATE",13.62801048,3.5374,3.28,912.8,26.70
"K02449.01","CANDIDATE","CANDIDATE",53.3580444,6.812,3.41,736.1,19.70
"K02450.01","CONFIRMED","CANDIDATE",16.83203175,4.031,1.86,326,21.60
"K02451.01","FALSE POSITIVE","FALSE POSITIVE",13.37499553,1.639,2.01,458.1,16.90
"K02452.01","FALSE POSITIVE","FALSE POSITIVE",4.35370136,1.913,1.33,168.9,12.20
"K02526.01","FALSE POSITIVE","FALSE POSITIVE",134.96694,18.43,0.87,68.4,6.90
"K02527.01","CONFIRMED","CANDIDATE",1.385787741,1.6449,0.55,85.4,19.10
"K02528.01","CONFIRMED","CANDIDATE",12.02295362,1.2667,3.28,778.6,20.10
"K02529.01","CONFIRMED","CANDIDATE",16.79716262,3.83,2.75,1023.8,21.20
"K00248.04","CONFIRMED","CANDIDATE",18.59611518,2.3052,1.53,813.8,27.60
"K00251.02","CONFIRMED","CANDIDATE",5.77440326,1.768,0.8,245.3,11.80
"K02601.01","FALSE POSITIVE","FALSE POSITIVE",2.622134451,4.735,1.64,128.2,42.90
"K02602.01","CONFIRMED","CANDIDATE",11.47685263,2.756,1.58,240.6,16.50
"K02603.01","CANDIDATE","CANDIDATE",73.711039,10.062,1.77,136.7,21.10
"K02604.01","CANDIDATE","CANDIDATE",14.43348326,2.663,16.25,526.8,14.80
"K02379.01","FALSE POSITIVE","FALSE POSITIVE",40.0088894,3.616,20.75,582.3,20.20
"K02380.01","CANDIDATE","CANDIDATE",6.35705314,1.324,1.59,272.2,17.30
"K02381.01","FALSE POSITIVE","FALSE POSITIVE",6.58738839,4.758,1.35,258.5,15.70
"K02382.01","FALSE POSITIVE","FALSE POSITIVE",0.759706632,1.0896,1.38,39.7,21.60
"K02383.01","CONFIRMED","CANDIDATE",4.37033233,2.845,1.56,177.8,17.70
"K02453.01","CANDIDATE","CANDIDATE",1.530515205,0.5945,0.84,659.7,23.20
"K02454.01","FALSE POSITIVE","FALSE POSITIVE",1.08070294,3.363,1.04,145.6,17.60
"K02455.01","FALSE POSITIVE","FALSE POSITIVE",4.74254518,1.023,1.77,305.7,13.20
"K02456.01","FALSE POSITIVE","FALSE POSITIVE",18.13559979,2.019,24.49,452.7,16.40
"K00245.04","CONFIRMED","FALSE POSITIVE",51.20690303,8.99,,,
"K02457.01","CONFIRMED","CANDIDATE",3.70429015,3.37,1.45,55.7,15.90
"K02530.01","CONFIRMED","CANDIDATE",37.3331165,7.643,2.5,187.8,22.50
"K02531.01","CANDIDATE","CANDIDATE",17.6997392,2.76,1.96,752.7,19.80
"K02532.01","CONFIRMED","CANDIDATE",7.9709719,1.2893,2.27,488.4,17.30
"K02533.01","CONFIRMED","CANDIDATE",6.03355539,10.049,3.34,89.5,26.10
"K02534.01","CONFIRMED","CANDIDATE",3.02558494,3.0008,1.62,128.3,23.80
"K02605.01","FALSE POSITIVE","FALSE POSITIVE",0.933746783,4.255,1.3,417.5,62.80
"K02606.01","FALSE POSITIVE","FALSE POSITIVE",6.09740316,4.635,45.49,568.5,14.00
"K02607.01","CANDIDATE","CANDIDATE",0.754457729,0.5891,2.07,248.2,31.10
"K02608.01","CONFIRMED","CANDIDATE",2.7612237,3.681,1.84,66.8,14.20
"K02609.01","FALSE POSITIVE","FALSE POSITIVE",5.59727625,1.659,1.26,200.8,15.30
"K02384.01","CANDIDATE","CANDIDATE",62.6825769,2.327,39.8,398.9,17.80
"K02385.01","FALSE POSITIVE","FALSE POSITIVE",50.5715805,3.726,2.74,1282.6,19.90
"K02386.01","CANDIDATE","CANDIDATE",16.2707207,5.707,28.42,468,13.00
"K02387.01","CONFIRMED","CANDIDATE",2.032319072,1.6762,1.87,315.5,24.50
"K00028.01","FALSE POSITIVE","FALSE POSITIVE",4.100870416,8.15361,82.46,123521,2619.20
"K02458.01","CONFIRMED","CANDIDATE",4.35407371,2.427,1.63,277.1,19.00
"K02460.01","CONFIRMED","CANDIDATE",11.32269749,3.517,1.51,311,16.00
"K02461.01","CONFIRMED","CANDIDATE",13.71218522,2.437,2.47,786.7,22.60
"K02462.01","CONFIRMED","CANDIDATE",12.14684625,6.197,1.75,70.7,27.10
"K02463.01","CONFIRMED","CANDIDATE",7.46718958,3.633,1.04,75.7,18.80
"K02534.02","CANDIDATE","CANDIDATE",5.42204257,2.952,1.39,79.1,10.70
"K02535.01","CONFIRMED","CANDIDATE",48.8882668,6.468,2.96,462.8,13.50
"K02536.01","CONFIRMED","CANDIDATE",51.1319346,6.019,2.43,382.3,19.60
"K02537.01","FALSE POSITIVE","FALSE POSITIVE",133.516435,2.196,2.01,510,6.50
"K02538.01","CONFIRMED","CANDIDATE",39.8312536,2.442,1.46,388.8,15.80
"K00249.01","CONFIRMED","CANDIDATE",9.549277089,1.5832,1.57,1826.9,112.20
"K02610.01","CANDIDATE","CANDIDATE",24.1073172,10.465,2.74,104.2,23.60
"K00252.01","CONFIRMED","CANDIDATE",17.60461401,3.716,2.64,2292.1,80.10
"K02611.01","FALSE POSITIVE","FALSE POSITIVE",1.228721184,1.041,1.62,465.6,26.40
"K02613.01","CANDIDATE","CANDIDATE",51.5738653,2.784,2.41,900.7,13.20
"K02615.01","CONFIRMED","CANDIDATE",4.69505576,3.058,1.49,240,15.90
"K02616.01","FALSE POSITIVE","FALSE POSITIVE",0.569115976,2.028,1.8,796.9,59.80
"K00242.01","FALSE POSITIVE","CANDIDATE",7.258450123,5.7297,5.53,3714.7,288.60
"K02388.01","FALSE POSITIVE","FALSE POSITIVE",6.0959841,10.39,0.99,112.7,29.20
"K02389.01","CONFIRMED","CANDIDATE",22.9221181,8.2,1.33,140.3,24.00
"K02390.01","CONFIRMED","CANDIDATE",16.10474503,5.712,3.21,124.1,25.40
"K02392.01","CONFIRMED","CANDIDATE",7.42697378,3.206,1.4,205.2,15.40
"K02464.01","FALSE POSITIVE","FALSE POSITIVE",0.874629873,1.782,0.72,68.1,19.20
"K02465.01","FALSE POSITIVE","FALSE POSITIVE",5.46091846,1.781,1.25,172,21.20
"K02466.01","CONFIRMED","CANDIDATE",3.17323012,1.9094,0.88,204.5,21.40
"K02466.02","CONFIRMED","CANDIDATE",13.2970695,3.283,0.91,219.7,14.90
"K00246.01","CONFIRMED","CANDIDATE",5.398752862,3.4303,2.21,346.5,289.60
"K02539.01","FALSE POSITIVE","FALSE POSITIVE",5.26648126,1.964,1.07,97.8,16.00
"K02540.01","FALSE POSITIVE","FALSE POSITIVE",2.67596808,2.021,1.57,420.6,17.50
"K02541.01","CONFIRMED","CANDIDATE",7.41683033,7.274,3.36,72.6,20.60
"K02542.01","CONFIRMED","CANDIDATE",0.727331746,0.8323,0.67,357.4,20.40
"K02543.01","CONFIRMED","CANDIDATE",1.302017467,1.3692,1.37,290.5,21.40
"K02617.01","CONFIRMED","CANDIDATE",8.63050092,3.144,1.43,325.8,14.90
"K02618.01","FALSE POSITIVE","FALSE POSITIVE",12.49117388,2.848,1.36,189.9,17.00
"K02619.01","CONFIRMED","CANDIDATE",3.27645723,2.219,1.71,323,17.90
"K02620.01","CONFIRMED","CANDIDATE",16.0573291,3.546,2.27,575,17.50
"K02621.01","FALSE POSITIVE","FALSE POSITIVE",8.44326557,3.353,1.97,359.5,19.00
"K02393.01","CONFIRMED","CANDIDATE",4.60300256,2.6848,1.32,302.5,22.20
"K02395.01","FALSE POSITIVE","FALSE POSITIVE",16.9329284,1.218,2.46,488.3,20.40
"K02397.01","CONFIRMED","CANDIDATE",12.00089667,3.266,1.47,420.7,20.00
"K02398.01","FALSE POSITIVE","FALSE POSITIVE",1.169010526,1.1717,91.91,165.9,37.10
"K02399.01","CONFIRMED","CANDIDATE",1.916940872,1.4243,0.89,105.1,17.70
"K02467.01","CONFIRMED","CANDIDATE",5.05661302,3.926,1.15,137.9,17.60
"K02468.01","CONFIRMED","CANDIDATE",24.3344939,6.557,1.74,323.1,18.10
"K02469.01","CONFIRMED","CANDIDATE",131.187921,6.905,2.34,915.9,23.90
"K02470.01","FALSE POSITIVE","FALSE POSITIVE",2.17489806,4.599,1.08,74.8,29.30
"K02471.01","CONFIRMED","CANDIDATE",25.8859397,4.548,1.66,217.1,16.10
"K02544.01","CONFIRMED","CANDIDATE",28.6253502,4.551,2.38,652.7,18.30
"K02545.01","CONFIRMED","CANDIDATE",6.98141327,6.527,1.42,38,20.90
"K02546.01","FALSE POSITIVE","FALSE POSITIVE",1.319677953,1.978,1.13,100.7,17.40
"K02547.01","CONFIRMED","CANDIDATE",8.94337724,2.469,1.48,215.1,18.40
"K02548.01","CANDIDATE","CANDIDATE",0.827151296,1.385,19.1,272.4,8.10
"K00250.01","CONFIRMED","CANDIDATE",12.282998287,2.7096,2.83,2794.7,137.20
"K02622.01","FALSE POSITIVE","FALSE POSITIVE",0.328686504,0.8592,1.11,171.9,26.80
"K00253.01","CONFIRMED","CANDIDATE",6.383159135,1.7504,2.73,2313.2,64.40
"K02623.01","CONFIRMED","CANDIDATE",5.57654782,3.673,0.92,53.6,13.20
"K02624.01","CONFIRMED","CANDIDATE",115.6863392,4.65,3.52,945.9,20.70
"K02625.01","CONFIRMED","CANDIDATE",3.81371423,1.973,1.37,281,11.40
"K02626.01","CONFIRMED","CANDIDATE",38.0970717,4.307,1.58,913.3,17.00
"K02400.01","CANDIDATE","CANDIDATE",11.6191707,1.819,2.21,700.4,18.50
"K00243.01","FALSE POSITIVE","FALSE POSITIVE",2.637574744,5.4573,9.16,5423.5,222.80
"K02401.01","CANDIDATE","CANDIDATE",38.2292037,3.893,1.51,605.8,21.00
"K02402.01","CONFIRMED","CANDIDATE",16.3012727,3.974,1.54,259.5,19.70
"K02403.01","CONFIRMED","CANDIDATE",13.32354078,3.873,1.32,116.6,16.30
"K02472.01","CONFIRMED","CANDIDATE",2.607545159,1.3916,2.07,351.5,23.00
"K02473.01","CONFIRMED","CANDIDATE",3.24417541,1.992,1.84,371.9,18.00
"K02474.01","CANDIDATE","CANDIDATE",176.845697,3.812,42.05,431.6,7.70
"K02475.01","FALSE POSITIVE","FALSE POSITIVE",6.85567248,2.268,1.27,197.7,17.20
"K02476.01","FALSE POSITIVE","FALSE POSITIVE",2.28607282,7.82,1.01,261.8,35.90
"K00246.02","CONFIRMED","CANDIDATE",9.60505976,3.0063,0.91,55,32.20
"K02549.01","FALSE POSITIVE","FALSE POSITIVE",3.54789928,2.861,0.99,185.3,13.60
"K02550.01","CANDIDATE","CANDIDATE",18.0243482,3.575,1.98,441.2,17.30
"K02551.01","CANDIDATE","CANDIDATE",16.4793229,3.312,1.53,479.1,13.80
"K02552.01","CONFIRMED","CANDIDATE",3.65690909,2.064,1.32,107.4,12.80
"K02553.01","CONFIRMED","CANDIDATE",88.0712769,6.758,2.4,885.4,18.10
"K02627.01","CONFIRMED","CANDIDATE",8.38395796,5.2,3.24,108.5,14.10
"K02628.01","CONFIRMED","CANDIDATE",1.68189051,2.992,1.27,83.2,17.40
"K02629.01","FALSE POSITIVE","FALSE POSITIVE",8.59000355,6.68,1.82,298.1,18.90
"K02631.01","CONFIRMED","CANDIDATE",44.9977604,9.686,1.59,170.2,21.40
"K02632.01","CONFIRMED","CANDIDATE",7.12815163,5.522,1.36,45.9,22.00
"K02404.01","CANDIDATE","CANDIDATE",2.10081629,2.8182,1.65,169.1,15.30
"K02405.01","FALSE POSITIVE","FALSE POSITIVE",0.872952088,1.4499,25.5,137.3,41.60
"K02406.01","CONFIRMED","CANDIDATE",7.01074295,2.1787,3.76,222.8,21.30
"K02407.01","CONFIRMED","CANDIDATE",17.2922631,7.042,2.13,203.1,23.70
"K02408.01","CONFIRMED","CANDIDATE",94.289223,4.102,2.11,505.4,22.50
"K02477.01","CONFIRMED","CANDIDATE",14.02634692,1.2808,2.66,403.6,19.30
"K02478.01","FALSE POSITIVE","FALSE POSITIVE",12.425866431,29.1428,2.12,257.9,62.20
"K02479.01","CONFIRMED","CANDIDATE",25.5433704,8.567,2.11,138.6,28.40
"K02481.01","FALSE POSITIVE","FALSE POSITIVE",33.8542586,12.689,15.96,253.3,10.00
"K02482.01","CONFIRMED","CANDIDATE",45.0909201,4.605,2.44,436.3,14.10
"K02483.01","CONFIRMED","CANDIDATE",15.0539886,4.422,1.44,221.5,16.30
"K02840.01","CANDIDATE","CANDIDATE",3.67936863,3.47,0.92,85.9,18.10
"K02840.02","CANDIDATE","CANDIDATE",7.4464635,4.084,0.77,78,12.70
"K02841.01","CONFIRMED","CANDIDATE",159.388788,8.432,2.73,1033,17.30
"K02842.01","CONFIRMED","CANDIDATE",1.565412613,0.7572,1.73,2754.6,48.60
"K02842.02","CONFIRMED","CANDIDATE",5.14892346,0.9613,1.72,2355,25.40
"K02917.01","FALSE POSITIVE","FALSE POSITIVE",0.730943372,3.004,1.37,134.7,27.00
"K02918.01","FALSE POSITIVE","FALSE POSITIVE",0.515552803,1.7869,13.96,1224.1,79.60
"K02919.01","CONFIRMED","CANDIDATE",2.522590567,1.406,25.82,210.2,18.50
"K02920.01","CONFIRMED","CANDIDATE",6.73968289,4.183,1.48,142,15.40
"K00276.01","CONFIRMED","CANDIDATE",41.74598855,4.6125,2.4,421.8,110.50
"K02702.01","FALSE POSITIVE","FALSE POSITIVE",75.378004,6.744,3.82,447.8,20.50
"K02703.01","CONFIRMED","CANDIDATE",213.258526,7.768,2.72,1992.3,36.10
"K00260.02","CONFIRMED","CANDIDATE",100.2830675,10.8636,2.51,351.2,81.90
"K02704.01","CONFIRMED","CANDIDATE",4.871223664,1.5916,1.56,6462,50.50
"K02704.02","CONFIRMED","CANDIDATE",2.984157711,1.2637,0.92,2598,24.30
"K02705.01","CONFIRMED","CANDIDATE",2.8867624,0.9879,1.24,631.8,37.10
"K02763.01","FALSE POSITIVE","FALSE POSITIVE",0.498434645,0.955,1.08,239.2,26.80
"K02764.01","CANDIDATE","CANDIDATE",2.252976718,1.7131,1.19,467.9,21.70
"K02765.01","FALSE POSITIVE","FALSE POSITIVE",2.75505467,3.426,1.74,85.5,27.80
"K02766.01","FALSE POSITIVE","FALSE POSITIVE",1.572181216,7.219,77.12,219.5,48.20
"K02767.01","FALSE POSITIVE","FALSE POSITIVE",1.28805834,3.419,1.08,92.6,28.10
"K02844.01","FALSE POSITIVE","FALSE POSITIVE",2.72288246,2.408,1.06,152.6,15.50
"K02845.01","CONFIRMED","CANDIDATE",1.574090323,1.5796,0.93,224.9,17.70
"K02846.01","FALSE POSITIVE","FALSE POSITIVE",0.947738312,1.206,0.88,202.2,13.90
"K02848.01","CONFIRMED","CANDIDATE",13.7872627,5.747,1.55,75.1,23.90
"K00271.03","CONFIRMED","CANDIDATE",14.4359459,3.414,1.46,107.3,22.00
"K02849.01","CONFIRMED","CANDIDATE",5.95958637,2.899,1.02,133.1,16.10
"K02921.01","CANDIDATE","CANDIDATE",16.6146221,2.706,1.49,361.2,10.60
"K02922.01","FALSE POSITIVE","FALSE POSITIVE",0.497581917,1.46,0.76,140.6,17.10
"K02923.01","CANDIDATE","CANDIDATE",5.83892993,1.1066,1.19,237.4,15.30
"K02924.01","CONFIRMED","CANDIDATE",2.279523364,1.6202,0.87,126.8,16.70
"K02926.01","CONFIRMED","CANDIDATE",12.2854718,2.996,2.21,1617.1,23.80
"K02926.02","CONFIRMED","CANDIDATE",5.53609368,2.2942,2.2,1223.3,22.60
"K02706.01","CANDIDATE","CANDIDATE",3.09756897,4.588,1.75,83.3,14.60
"K02707.01","CONFIRMED","CANDIDATE",58.0337426,5.584,3.21,807.1,34.90
"K02707.02","CONFIRMED","CANDIDATE",14.4252635,3.754,1.68,221.2,15.20
"K02707.03","CONFIRMED","CANDIDATE",26.6757818,2.696,2.69,474.8,20.00
"K02708.01","CONFIRMED","CANDIDATE",0.868386354,1.066,1.52,488.5,27.30
"K02768.01","CONFIRMED","CANDIDATE",11.8288843,3.337,1.18,191,9.10
"K02768.02","CONFIRMED","CANDIDATE",14.7512034,1.25,1.63,261.1,8.30
"K02769.01","FALSE POSITIVE","FALSE POSITIVE",1.480323978,1.833,1.46,166.2,43.40
"K02770.01","CANDIDATE","CANDIDATE",205.385912,8.681,2.11,1248.7,24.30
"K00041.02","CONFIRMED","CANDIDATE",6.88707073,4.4679,1.3,68.7,38.20
"K00267.01","FALSE POSITIVE","FALSE POSITIVE",165.75597,8.45,15049.8,57.3,12.80
"K02850.01","FALSE POSITIVE","FALSE POSITIVE",1.11431205,2.112,1.07,160.4,15.50
"K02851.01","CONFIRMED","CANDIDATE",3.42064689,1.767,2.27,356.8,13.90
"K02851.02","CANDIDATE","CANDIDATE",1.23935745,1.683,1.5,150.9,9.70
"K02852.01","CONFIRMED","CANDIDATE",0.675650404,1.8261,1.36,200.7,22.40
"K02853.01","CANDIDATE","CANDIDATE",1.407020118,1.3766,1.12,181.9,18.90
"K02927.01","CANDIDATE","CANDIDATE",24.4359956,6.254,2.31,496.6,17.10
"K02928.01","FALSE POSITIVE","FALSE POSITIVE",17.7337356,5.558,1.24,217.3,17.00
"K02929.01","FALSE POSITIVE","FALSE POSITIVE",10.06478627,2.86,1.49,285.7,18.60
"K02930.01","FALSE POSITIVE","FALSE POSITIVE",1.12976597,3.096,0.83,133.7,14.30
"K00277.01","CONFIRMED","CANDIDATE",16.23191704,7.461,3.54,501.6,194.90
"K02709.01","FALSE POSITIVE","FALSE POSITIVE",15.4126766,3.402,2.82,599.8,7.50
"K02710.01","FALSE POSITIVE","FALSE POSITIVE",1.110599919,1.3493,1.07,157.6,38.70
"K00260.03","CONFIRMED","CANDIDATE",21.86965714,5.5177,1.51,125.5,43.50
"K02711.01","CONFIRMED","CANDIDATE",9.02436414,3.011,1.62,214.6,23.50
"K02711.02","CONFIRMED","CANDIDATE",17.3408735,3.398,1.43,159,13.50
"K02771.01","FALSE POSITIVE","FALSE POSITIVE",0.814280672,2.326,1.91,134.9,12.30
"K02773.01","FALSE POSITIVE","FALSE POSITIVE",0.878855771,1.1014,1.57,269.7,25.30
"K02774.01","FALSE POSITIVE","FALSE POSITIVE",2.49432176,2.3269,8.91,8043,43.20
"K02775.01","CANDIDATE","CANDIDATE",17.57704569,2.022,27.21,670,19.10
"K02776.01","FALSE POSITIVE","FALSE POSITIVE",1.00652785,1.3175,1.03,125.9,17.90
"K02777.01","FALSE POSITIVE","FALSE POSITIVE",1.99566293,4.514,1.11,197,21.90
"K02854.01","FALSE POSITIVE","FALSE POSITIVE",0.755111225,3.164,1.38,168,76.40
"K02855.01","CANDIDATE","CANDIDATE",1.400755743,1.0562,1.3,144.4,19.80
"K02856.01","CONFIRMED","CANDIDATE",25.8730914,5.085,2.88,694.4,20.10
"K02857.01","CONFIRMED","CANDIDATE",20.2642023,4.664,2.12,185.3,19.90
"K00272.01","CANDIDATE","CANDIDATE",1.28132831,0.9157,4.52,525.5,196.40
"K02857.02","CONFIRMED","CANDIDATE",7.44136102,4.554,1.33,79.7,14.20
"K02931.01","CONFIRMED","CANDIDATE",99.2532336,7.208,2.17,538,20.50
"K02932.01","FALSE POSITIVE","FALSE POSITIVE",3.84933401,2.299,2.12,503.9,13.60
"K02933.01","CANDIDATE","CANDIDATE",119.0833042,2.558,22.19,2951,18.90
"K02935.01","CANDIDATE","CANDIDATE",27.8813154,6.346,1.54,209.2,15.50
"K02936.01","CONFIRMED","CANDIDATE",6.4802138,3.27,1.26,142,13.70
"K02712.01","CANDIDATE","CANDIDATE",7.50790041,5.646,1.77,145,11.90
"K02713.01","FALSE POSITIVE","FALSE POSITIVE",21.3910125,3.512,1.72,645.8,25.10
"K02714.01","CONFIRMED","CANDIDATE",14.3832267,8.378,1.84,178.5,39.00
"K02714.02","CONFIRMED","CANDIDATE",47.3186631,10.465,2.1,263.4,36.20
"K02715.01","CONFIRMED","CANDIDATE",11.12827427,2.6118,4.04,6057,65.60
"K02778.01","CONFIRMED","CANDIDATE",2.21571296,1.8211,1.7,285.1,22.10
"K02779.01","CONFIRMED","CANDIDATE",34.4585495,7.434,1.88,431,23.70
"K02780.01","CONFIRMED","CANDIDATE",3.35184041,1.9855,1.88,345.3,20.00
"K02781.01","FALSE POSITIVE","FALSE POSITIVE",1.615758517,1.734,1.31,41.7,18.00
"K00268.01","CANDIDATE","CANDIDATE",110.3783828,12.211,3.02,489.8,108.90
"K02859.01","CONFIRMED","CANDIDATE",3.4462125,2.101,0.7,83.5,15.60
"K02859.02","CONFIRMED","CANDIDATE",2.005414293,1.934,0.65,59.5,13.90
"K02859.03","CANDIDATE","CANDIDATE",4.28886792,2.599,0.57,59.3,11.10
"K02861.01","FALSE POSITIVE","FALSE POSITIVE",1.868564038,1.192,1.4,176.7,17.20
"K02862.01","CANDIDATE","CANDIDATE",24.5752524,2.258,1.64,1003.4,12.10
"K02946.01","CONFIRMED","CANDIDATE",15.1408916,4.359,1.93,476.8,20.10
"K02948.01","CONFIRMED","CANDIDATE",11.39169531,5,1.02,51,19.00
"K02949.01","CANDIDATE","CANDIDATE",10.1747037,5.179,1.04,52.4,11.80
"K02951.01","CONFIRMED","CANDIDATE",2.44358543,1.852,0.67,59.1,11.90
"K02952.01","FALSE POSITIVE","FALSE POSITIVE",1.7592691,2.381,1.21,140.4,13.50
"K02715.02","CONFIRMED","CANDIDATE",2.226496196,1.7073,2.1,1839.1,36.00
"K02715.03","CONFIRMED","CANDIDATE",5.72084599,2.744,1.78,1316,20.50
"K02716.01","CONFIRMED","CANDIDATE",0.962864171,1.6802,1.52,303.5,31.60
"K00261.01","CONFIRMED","CANDIDATE",16.23847733,3.9699,2.76,646.7,125.80
"K02716.02","CONFIRMED","CANDIDATE",6.46004728,1.979,1.8,394.2,17.00
"K02785.01","CONFIRMED","CANDIDATE",4.76831033,3.2363,1.78,251.8,35.40
"K02786.01","CONFIRMED","CANDIDATE",44.616751,7.831,2.31,239.7,28.40
"K02787.01","FALSE POSITIVE","FALSE POSITIVE",1.714410345,3.336,1.84,50.4,22.90
"K02789.01","CONFIRMED","CANDIDATE",3.40165617,1.9617,1.34,155.9,19.90
"K02790.01","CONFIRMED","CANDIDATE",14.00948631,3.399,0.98,169.9,22.60
"K02863.01","FALSE POSITIVE","FALSE POSITIVE",1.703359172,1.914,0.69,57.6,13.90
"K02864.01","FALSE POSITIVE","FALSE POSITIVE",3.77881664,5.819,3.99,47.1,22.20
"K02865.01","CONFIRMED","CANDIDATE",1.311558909,1.919,1.15,141.3,17.20
"K02866.01","CONFIRMED","CANDIDATE",1.291233083,1.855,0.89,66,15.90
"K00273.01","CONFIRMED","CANDIDATE",10.573751447,1.7259,2.07,298.9,82.00
"K02961.01","CONFIRMED","CANDIDATE",3.7847507,2.924,0.7,33.5,12.20
"K02962.01","CANDIDATE","CANDIDATE",2.17291055,2.139,0.93,76.4,13.60
"K02963.01","CONFIRMED","CANDIDATE",18.2206024,5.109,1.78,201.8,19.70
"K02963.02","CANDIDATE","CANDIDATE",7.35101287,2.757,1.42,115.9,12.80
"K02964.01","CONFIRMED","CANDIDATE",47.4497134,10.675,1.61,206.4,16.90
"K02717.01","CONFIRMED","CANDIDATE",0.929906166,1.743,1.48,108.7,79.70
"K02718.01","FALSE POSITIVE","FALSE POSITIVE",0.784513087,1.9206,131.4,316.6,47.70
"K02719.01","CONFIRMED","CANDIDATE",4.11585514,1.4858,1.93,425.8,20.80
"K02720.01","CANDIDATE","CANDIDATE",6.57159435,3.1044,1.26,65.7,30.70
"K02721.01","CONFIRMED","CANDIDATE",33.878639,6.194,3.52,700.1,27.90
"K02791.01","CONFIRMED","CANDIDATE",27.5722144,5.256,1.94,296.3,20.00
